"sigma","C","ROC","Sens","Spec","ROCSD","SensSD","SpecSD","model"
1e-05,1e-04,0.745228154984253,0,1,0.0459599685222714,0,0,"RBF_SVM"
1e-05,0.001,0.745031337958167,0,1,0.0460639302813295,0,0,"RBF_SVM"
1e-08,1e-06,0.574794289062582,0,1,0.0719128348577164,0,0,"RBF_SVM"
1e-08,1e-05,0.7053279411816,0,1,0.0606333417410597,0,0,"RBF_SVM"
1e-08,1e-04,0.71252468932347,0,1,0.0670338502530605,0,0,"RBF_SVM"
1e-08,0.001,0.71221019364312,0,1,0.0660888822158538,0,0,"RBF_SVM"
1e-07,1e-06,0.710748413919146,0,1,0.0595173908345656,0,0,"RBF_SVM"
1e-07,1e-05,0.714007347940275,0,1,0.0631693202688248,0,0,"RBF_SVM"
1e-07,1e-04,0.713854996111094,0,1,0.0633560358773595,0,0,"RBF_SVM"
1e-07,0.001,0.71449350046911,0,1,0.0628715289394876,0,0,"RBF_SVM"
1e-06,1e-06,0.715788188013798,0,1,0.0627773015268614,0,0,"RBF_SVM"
1e-06,1e-05,0.716072557749387,0,1,0.0637862307136999,0,0,"RBF_SVM"
1e-06,1e-04,0.716118675295505,0,1,0.0630677515202528,0,0,"RBF_SVM"
1e-06,0.001,0.71623293589757,0,1,0.0636254768164701,0,0,"RBF_SVM"
1e-05,1e-06,0.715789722649479,0,1,0.0620641746215796,0,0,"RBF_SVM"
1e-05,1e-05,0.715769009427546,0,1,0.0619617135035936,0,0,"RBF_SVM"
1e-05,1e-04,0.715814010874987,0,1,0.0619666826919656,0,0,"RBF_SVM"
1e-05,0.001,0.715544368410222,0,1,0.0620901823060565,0,0,"RBF_SVM"
1e-08,1e-06,0.567410555154458,0,1,0.0620962935759579,0,0,"RBF_SVM"
1e-08,1e-05,0.681379951379951,0,1,0.0549888645591138,0,0,"RBF_SVM"
1e-08,1e-04,0.68631292006292,0,1,0.0553981318459039,0,0,"RBF_SVM"
1e-08,0.001,0.68487721170648,0,1,0.0545723483018574,0,0,"RBF_SVM"
1e-07,1e-06,0.686071559364242,0,1,0.0542129121525417,0,0,"RBF_SVM"
1e-07,1e-05,0.692575179709326,0,1,0.0540580809897266,0,0,"RBF_SVM"
1e-07,1e-04,0.693106181093986,0,1,0.0547527086211757,0,0,"RBF_SVM"
1e-07,0.001,0.693769117549605,0,1,0.054932761808152,0,0,"RBF_SVM"
1e-06,1e-06,0.692748833328102,0,1,0.0536015270917203,0,0,"RBF_SVM"
1e-06,1e-05,0.693232928050001,0,1,0.0555172809217614,0,0,"RBF_SVM"
1e-06,1e-04,0.692363953674929,0,1,0.0531983875856199,0,0,"RBF_SVM"
1e-06,0.001,0.694055143994168,0,1,0.0546090368848388,0,0,"RBF_SVM"
1e-05,1e-06,0.692322753938608,0,1,0.0538236887833214,0,0,"RBF_SVM"
1e-05,1e-05,0.692547682700122,0,1,0.0535219149996819,0,0,"RBF_SVM"
1e-05,1e-04,0.692374116276555,0,1,0.053780070628917,0,0,"RBF_SVM"
1e-05,0.001,0.692631516533956,0,1,0.0534877878203676,0,0,"RBF_SVM"
1e-08,1e-06,0.557180647546501,0,1,0.0604564154428571,0,0,"RBF_SVM"
1e-08,1e-05,0.691747780009975,0,1,0.0529501850255943,0,0,"RBF_SVM"
1e-08,1e-04,0.696377566590981,0,1,0.0524705376777644,0,0,"RBF_SVM"
1e-08,0.001,0.697859017554139,0,1,0.0529203951650683,0,0,"RBF_SVM"
1e-07,1e-06,0.689647910105227,0,1,0.048860189733762,0,0,"RBF_SVM"
1e-07,1e-05,0.697685765033326,0,1,0.0541056784230966,0,0,"RBF_SVM"
1e-07,1e-04,0.69749609365463,0,1,0.0521141993136461,0,0,"RBF_SVM"
1e-07,0.001,0.696716516167736,0,1,0.0531948843092183,0,0,"RBF_SVM"
1e-06,1e-06,0.698960240728533,0,1,0.0533121668021007,0,0,"RBF_SVM"
1e-06,1e-05,0.699574047043559,0,1,0.0523377412385301,0,0,"RBF_SVM"
1e-06,1e-04,0.699121848329165,0,1,0.0531851147093334,0,0,"RBF_SVM"
1e-06,0.001,0.699258178038666,0,1,0.052797725794059,0,0,"RBF_SVM"
1e-05,1e-06,0.700135231049865,0,1,0.0521616356843482,0,0,"RBF_SVM"
1e-05,1e-05,0.700228242179462,0,1,0.052155550757148,0,0,"RBF_SVM"
1e-05,1e-04,0.700261515871272,0,1,0.0521705188880096,0,0,"RBF_SVM"
1e-05,0.001,0.700351605961362,0,1,0.0521480896105331,0,0,"RBF_SVM"
1e-08,1e-06,0.588258973258973,0,1,0.0696196447991043,0,0,"RBF_SVM"
1e-08,1e-05,0.717695216993998,0,1,0.0593251277328721,0,0,"RBF_SVM"
1e-08,1e-04,0.721836422659593,0,1,0.0608285971411997,0,0,"RBF_SVM"
1e-08,0.001,0.721658343883954,0,1,0.0615192129313533,0,0,"RBF_SVM"
1e-07,1e-06,0.717788485349461,0,1,0.0598888442574061,0,0,"RBF_SVM"
1e-07,1e-05,0.722798120420072,0,1,0.0570030541987274,0,0,"RBF_SVM"
1e-07,1e-04,0.723317716671375,0,1,0.0577061027963429,0,0,"RBF_SVM"
1e-07,0.001,0.722976870598822,0,1,0.0574455822279107,0,0,"RBF_SVM"
1e-06,1e-06,0.721759006393153,0,1,0.057529373747512,0,0,"RBF_SVM"
1e-06,1e-05,0.722795713832299,0,1,0.0577302231136854,0,0,"RBF_SVM"
1e-06,1e-04,0.722506683512781,0,1,0.0580654693267362,0,0,"RBF_SVM"
1e-06,0.001,0.723500312158849,0,1,0.0571832966076267,0,0,"RBF_SVM"
1e-05,1e-06,0.722388573242232,0,1,0.0565517455687579,0,0,"RBF_SVM"
1e-05,1e-05,0.722327397083495,0,1,0.0567383816791303,0,0,"RBF_SVM"
1e-05,1e-04,0.722121476877574,0,1,0.0572282517855569,0,0,"RBF_SVM"
1e-05,0.001,0.722518502823381,0,1,0.0564969014387307,0,0,"RBF_SVM"
1e-08,1e-06,0.592176130834667,0,1,0.0692521770390836,0,0,"RBF_SVM"
1e-08,1e-05,0.730710675832627,0,1,0.0478646400447031,0,0,"RBF_SVM"
1e-08,1e-04,0.734060249273664,0,1,0.0480578612919478,0,0,"RBF_SVM"
1e-08,0.001,0.734659328317865,0,1,0.0492709881203434,0,0,"RBF_SVM"
1e-07,1e-06,0.73508760938639,0,1,0.0509208794316932,0,0,"RBF_SVM"
1e-07,1e-05,0.743654643319277,0,1,0.0483080588575698,0,0,"RBF_SVM"
1e-07,1e-04,0.743000953915588,0,1,0.0506473131227172,0,0,"RBF_SVM"
1e-07,0.001,0.743099484501924,0,1,0.0495347976931855,0,0,"RBF_SVM"
1e-06,1e-06,0.7434115735945,0,1,0.0500742896450802,0,0,"RBF_SVM"
1e-06,1e-05,0.743694168907584,0,1,0.0498555951041622,0,0,"RBF_SVM"
1e-06,1e-04,0.74409662711492,0,1,0.049929839031145,0,0,"RBF_SVM"
1e-06,0.001,0.743155873643679,0,1,0.0502196043895675,0,0,"RBF_SVM"
1e-05,1e-06,0.742848231506768,0,1,0.0498753378306998,0,0,"RBF_SVM"
1e-05,1e-05,0.743061441232173,0,1,0.0501500973169315,0,0,"RBF_SVM"
1e-05,1e-04,0.743222944198554,0,1,0.0497859901765161,0,0,"RBF_SVM"
1e-05,0.001,0.742997718973329,0,1,0.0500281794049509,0,0,"RBF_SVM"
1e-08,1e-06,0.574422157348987,0,1,0.0646277589547753,0,0,"RBF_SVM"
1e-08,1e-05,0.703934526861356,0,1,0.0565304683129175,0,0,"RBF_SVM"
1e-08,1e-04,0.70965213035335,0,1,0.0557461475365131,0,0,"RBF_SVM"
1e-08,0.001,0.710418964260428,0,1,0.0557523162697964,0,0,"RBF_SVM"
1e-07,1e-06,0.707812847690896,0,1,0.0552020578962838,0,0,"RBF_SVM"
1e-07,1e-05,0.715448423161838,0,1,0.0538563976764376,0,0,"RBF_SVM"
1e-07,1e-04,0.714372591232347,0,1,0.0541774525230063,0,0,"RBF_SVM"
1e-07,0.001,0.715060849176703,0,1,0.0526679032706555,0,0,"RBF_SVM"
1e-06,1e-06,0.716112671905355,0,1,0.05333142406366,0,0,"RBF_SVM"
1e-06,1e-05,0.716210108191816,0,1,0.0521547046838744,0,0,"RBF_SVM"
1e-06,1e-04,0.715987302633644,0,1,0.0528954306444025,0,0,"RBF_SVM"
1e-06,0.001,0.716249389633536,0,1,0.0519415179598926,0,0,"RBF_SVM"
1e-05,1e-06,0.715701790640815,0,1,0.0543746523898565,0,0,"RBF_SVM"
1e-05,1e-05,0.715883357224821,0,1,0.0546528630314671,0,0,"RBF_SVM"
1e-05,1e-04,0.71555454409113,0,1,0.0545030664496363,0,0,"RBF_SVM"
1e-05,0.001,0.715755816792402,0,1,0.0542632068805821,0,0,"RBF_SVM"
1e-08,1e-06,0.585825886862472,0,1,0.0705796967044515,0,0,"RBF_SVM"
1e-08,1e-05,0.712242918005113,0,1,0.044660663588388,0,0,"RBF_SVM"
1e-08,1e-04,0.718457246445051,0,1,0.0445383645123654,0,0,"RBF_SVM"
1e-08,0.001,0.718273024766927,0,1,0.0454264776745417,0,0,"RBF_SVM"
1e-07,1e-06,0.718067924195973,0,1,0.0450180796234329,0,0,"RBF_SVM"
1e-07,1e-05,0.72243718021157,0,1,0.0452141176121916,0,0,"RBF_SVM"
1e-07,1e-04,0.72299105289959,0,1,0.0437825409630464,0,0,"RBF_SVM"
1e-07,0.001,0.723429993582433,0,1,0.0445891871328344,0,0,"RBF_SVM"
1e-06,1e-06,0.723564762497689,0,1,0.0454978888049017,0,0,"RBF_SVM"
1e-06,1e-05,0.724166640508104,0,1,0.045647683130612,0,0,"RBF_SVM"
1e-06,1e-04,0.724197546849986,0,1,0.0451552104266895,0,0,"RBF_SVM"
1e-06,0.001,0.723432282456673,0,1,0.046322046151351,0,0,"RBF_SVM"
1e-05,1e-06,0.724628190908679,0,1,0.0453066598916227,0,0,"RBF_SVM"
1e-05,1e-05,0.724567437646706,0,1,0.0452382142294943,0,0,"RBF_SVM"
1e-05,1e-04,0.724309431382602,0,1,0.0449314594183588,0,0,"RBF_SVM"
1e-05,0.001,0.724631975180756,0,1,0.0451091751497852,0,0,"RBF_SVM"
1e-08,1e-06,0.580334611615099,0,1,0.0658467497317088,0,0,"RBF_SVM"
1e-08,1e-05,0.720220555921775,0,1,0.0478436947462711,0,0,"RBF_SVM"
1e-08,1e-04,0.723586286635067,0,1,0.048744545541723,0,0,"RBF_SVM"
1e-08,0.001,0.724323365177024,0,1,0.049004709316264,0,0,"RBF_SVM"
1e-07,1e-06,0.716564582875558,0,1,0.0479070286869353,0,0,"RBF_SVM"
1e-07,1e-05,0.720736101955614,0,1,0.0475481107144783,0,0,"RBF_SVM"
1e-07,1e-04,0.721622048878146,0,1,0.0474327894347961,0,0,"RBF_SVM"
1e-07,0.001,0.721354895836603,0,1,0.046636783532045,0,0,"RBF_SVM"
1e-06,1e-06,0.722102533718387,0,1,0.0469697262283778,0,0,"RBF_SVM"
1e-06,1e-05,0.722081436837534,0,1,0.0471530391076894,0,0,"RBF_SVM"
1e-06,1e-04,0.721474627938043,0,1,0.0468578603010723,0,0,"RBF_SVM"
1e-06,0.001,0.721518399933034,0,1,0.0473521259892385,0,0,"RBF_SVM"
1e-05,1e-06,0.72193372815324,0,1,0.0474037365028303,0,0,"RBF_SVM"
1e-05,1e-05,0.721848224531151,0,1,0.047348266557797,0,0,"RBF_SVM"
1e-05,1e-04,0.721887462375267,0,1,0.0473234996271354,0,0,"RBF_SVM"
1e-05,0.001,0.721835354518281,0,1,0.0473471496207175,0,0,"RBF_SVM"
1e-08,1e-06,0.616671296732272,0,1,0.0828311094037918,0,0,"RBF_SVM"
1e-08,1e-05,0.756138826108338,0,1,0.0494705979990574,0,0,"RBF_SVM"
1e-08,1e-04,0.762418555314897,0,1,0.0517318857432191,0,0,"RBF_SVM"
1e-08,0.001,0.762600017264651,0,1,0.0526535836730015,0,0,"RBF_SVM"
1e-07,1e-06,0.757095370631956,0,1,0.0514477852897386,0,0,"RBF_SVM"
1e-07,1e-05,0.763371328645719,0,1,0.0527709714312859,0,0,"RBF_SVM"
1e-07,1e-04,0.763288249050444,0,1,0.0512117560455427,0,0,"RBF_SVM"
1e-07,0.001,0.762870583998633,0,1,0.0513343677475415,0,0,"RBF_SVM"
1e-06,1e-06,0.762485774101628,0,1,0.0515068192459807,0,0,"RBF_SVM"
1e-06,1e-05,0.762115041871139,0,1,0.0518633017238118,0,0,"RBF_SVM"
1e-06,1e-04,0.762861149477003,0,1,0.0520426615250775,0,0,"RBF_SVM"
1e-06,0.001,0.762691829460122,0,1,0.0519922072597573,0,0,"RBF_SVM"
1e-05,1e-06,0.763082407320212,0,1,0.0526668012410432,0,0,"RBF_SVM"
1e-05,1e-05,0.7628878094122,0,1,0.0523845069205527,0,0,"RBF_SVM"
1e-05,1e-04,0.76290421083104,0,1,0.0528648279002492,0,0,"RBF_SVM"
1e-05,0.001,0.763004031906471,0,1,0.0527725236333062,0,0,"RBF_SVM"
1e-08,1e-06,0.588792049889611,0,1,0.0688029978790811,0,0,"RBF_SVM"
1e-08,1e-05,0.717460609564268,0,1,0.0571478419826915,0,0,"RBF_SVM"
1e-08,1e-04,0.721453108160425,0,1,0.0578596434248914,0,0,"RBF_SVM"
1e-08,0.001,0.721403707714683,0,1,0.058653361312285,0,0,"RBF_SVM"
1e-07,1e-06,0.720150180668473,0,1,0.0591847326347351,0,0,"RBF_SVM"
1e-07,1e-05,0.725005009364765,0,1,0.0578717067918782,0,0,"RBF_SVM"
1e-07,1e-04,0.725589291381974,0,1,0.0586645082449118,0,0,"RBF_SVM"
1e-07,0.001,0.725907505937994,0,1,0.0585861564361423,0,0,"RBF_SVM"
1e-06,1e-06,0.726563009002033,0,1,0.0583938954682007,0,0,"RBF_SVM"
1e-06,1e-05,0.72648680910876,0,1,0.0584045868693145,0,0,"RBF_SVM"
1e-06,1e-04,0.726571623888697,0,1,0.0591102604672112,0,0,"RBF_SVM"
1e-06,0.001,0.726859943567261,0,1,0.0589612355451409,0,0,"RBF_SVM"
1e-05,1e-06,0.726703362770436,0,1,0.0596156063280513,0,0,"RBF_SVM"
1e-05,1e-05,0.726564517479152,0,1,0.0592567562842856,0,0,"RBF_SVM"
1e-05,1e-04,0.726714222933735,0,1,0.0597508272789828,0,0,"RBF_SVM"
1e-05,0.001,0.726326082179741,0,1,0.0592252980479287,0,0,"RBF_SVM"
1e-08,1e-06,0.608721447928765,0,1,0.0626539879069342,0,0,"RBF_SVM"
1e-08,1e-05,0.731957510646535,0,1,0.0504171725774586,0,0,"RBF_SVM"
1e-08,1e-04,0.737509159856721,0,1,0.0516573070048763,0,0,"RBF_SVM"
1e-08,0.001,0.737407263535312,0,1,0.0531811810632015,0,0,"RBF_SVM"
1e-07,1e-06,0.73869089472748,0,1,0.0536972294559678,0,0,"RBF_SVM"
1e-07,1e-05,0.74502012029451,0,1,0.0541793591702029,0,0,"RBF_SVM"
1e-07,1e-04,0.745568168342559,0,1,0.053964641858524,0,0,"RBF_SVM"
1e-07,0.001,0.744525588306076,0,1,0.0557545134841527,0,0,"RBF_SVM"
1e-06,1e-06,0.743245566995567,0,1,0.0553147033743282,0,0,"RBF_SVM"
1e-06,1e-05,0.744022053412297,0,1,0.0554496567233054,0,0,"RBF_SVM"
1e-06,1e-04,0.743292604451141,0,1,0.0561447138109014,0,0,"RBF_SVM"
1e-06,0.001,0.743565098199245,0,1,0.055124802958896,0,0,"RBF_SVM"
1e-05,1e-06,0.743061807452051,0,1,0.0543597400850355,0,0,"RBF_SVM"
1e-05,1e-05,0.743119391168172,0,1,0.0543570665153691,0,0,"RBF_SVM"
1e-05,1e-04,0.743145288145288,0,1,0.0543646418171912,0,0,"RBF_SVM"
1e-05,0.001,0.743293293293293,0,1,0.0543135224746541,0,0,"RBF_SVM"
1e-08,1e-06,0.598519700013602,0,1,0.0775016426761925,0,0,"RBF_SVM"
1e-08,1e-05,0.718169301705887,0,1,0.05350149250468,0,0,"RBF_SVM"
1e-08,1e-04,0.72322271313125,0,1,0.0577870340331154,0,0,"RBF_SVM"
1e-08,0.001,0.722797863194205,0,1,0.055800433243744,0,0,"RBF_SVM"
1e-07,1e-06,0.723964099116538,0,1,0.0569454728271701,0,0,"RBF_SVM"
1e-07,1e-05,0.730691039471527,0,1,0.0589344512485031,0,0,"RBF_SVM"
1e-07,1e-04,0.729328649206698,0,1,0.0586080527415947,0,0,"RBF_SVM"
1e-07,0.001,0.729299185945527,0,1,0.0587455529592158,0,0,"RBF_SVM"
1e-06,1e-06,0.730118162587675,0,1,0.0602461660423498,0,0,"RBF_SVM"
1e-06,1e-05,0.730349630989875,0,1,0.059434432645343,0,0,"RBF_SVM"
1e-06,1e-04,0.730783623344599,0,1,0.0597309161326966,0,0,"RBF_SVM"
1e-06,0.001,0.730087735819443,0,1,0.0601143238453148,0,0,"RBF_SVM"
1e-05,1e-06,0.730905600722674,0,1,0.0601978448849985,0,0,"RBF_SVM"
1e-05,1e-05,0.731028136150087,0,1,0.0603049021947184,0,0,"RBF_SVM"
1e-05,1e-04,0.73105419007858,0,1,0.0603312229574093,0,0,"RBF_SVM"
1e-05,0.001,0.73104132006571,0,1,0.0603269572808526,0,0,"RBF_SVM"
1e-08,1e-06,0.571550574965209,0,1,0.07209400282743,0,0,"RBF_SVM"
1e-08,1e-05,0.732112783515223,0,1,0.0496445825855414,0,0,"RBF_SVM"
1e-08,1e-04,0.736229317296391,0,1,0.0502035636216907,0,0,"RBF_SVM"
1e-08,0.001,0.736607666028398,0,1,0.0508319444221451,0,0,"RBF_SVM"
1e-07,1e-06,0.734262284933017,0,1,0.0479626807374827,0,0,"RBF_SVM"
1e-07,1e-05,0.737187374656887,0,1,0.0474483469573788,0,0,"RBF_SVM"
1e-07,1e-04,0.739209139453042,0,1,0.0473669739409773,0,0,"RBF_SVM"
1e-07,0.001,0.73866458357312,0,1,0.0481332451768947,0,0,"RBF_SVM"
1e-06,1e-06,0.740475109255597,0,1,0.0480992861867083,0,0,"RBF_SVM"
1e-06,1e-05,0.74066961124888,0,1,0.0482305492578294,0,0,"RBF_SVM"
1e-06,1e-04,0.74022889614353,0,1,0.0479587137966265,0,0,"RBF_SVM"
1e-06,0.001,0.740025513318196,0,1,0.0470959014836557,0,0,"RBF_SVM"
1e-05,1e-06,0.740465430587382,0,1,0.0475797815532309,0,0,"RBF_SVM"
1e-05,1e-05,0.740345375863669,0,1,0.0474902535367588,0,0,"RBF_SVM"
1e-05,1e-04,0.740728733960441,0,1,0.0478816496236039,0,0,"RBF_SVM"
1e-05,0.001,0.740590956810469,0,1,0.0476912738650361,0,0,"RBF_SVM"
1e-08,1e-06,0.579454232106671,0,1,0.0758275365736736,0,0,"RBF_SVM"
1e-08,1e-05,0.724679496569741,0,1,0.0506708273745904,0,0,"RBF_SVM"
1e-08,1e-04,0.730048079438323,0,1,0.053602163238514,0,0,"RBF_SVM"
1e-08,0.001,0.730595207576915,0,1,0.0515589490557175,0,0,"RBF_SVM"
1e-07,1e-06,0.725641028659321,0,1,0.0505153692271193,0,0,"RBF_SVM"
1e-07,1e-05,0.733091462542682,0,1,0.051452862270161,0,0,"RBF_SVM"
1e-07,1e-04,0.733064719772037,0,1,0.0512603507678829,0,0,"RBF_SVM"
1e-07,0.001,0.732878305134403,0,1,0.0509210304569543,0,0,"RBF_SVM"
1e-06,1e-06,0.73480313501655,0,1,0.0523138961831936,0,0,"RBF_SVM"
1e-06,1e-05,0.734852679334387,0,1,0.0528870796526167,0,0,"RBF_SVM"
1e-06,1e-04,0.734524158304646,0,1,0.0528388377529235,0,0,"RBF_SVM"
1e-06,0.001,0.733331031379812,0,1,0.0512704190745427,0,0,"RBF_SVM"
1e-05,1e-06,0.733137649844967,0,1,0.0531355488539051,0,0,"RBF_SVM"
1e-05,1e-05,0.733791644431888,0,1,0.0532218514567051,0,0,"RBF_SVM"
1e-05,1e-04,0.733869383320603,0,1,0.0531550606188812,0,0,"RBF_SVM"
1e-05,0.001,0.733412497863717,0,1,0.0530806263468817,0,0,"RBF_SVM"
1e-08,1e-06,0.574229085357134,0,1,0.0707369213873125,0,0,"RBF_SVM"
1e-08,1e-05,0.709241414759707,0,1,0.0428497986791204,0,0,"RBF_SVM"
1e-08,1e-04,0.718059383425237,0,1,0.0439789570365713,0,0,"RBF_SVM"
1e-08,0.001,0.715370483724142,0,1,0.0438652220888246,0,0,"RBF_SVM"
1e-07,1e-06,0.716673358898969,0,1,0.0432935661345018,0,0,"RBF_SVM"
1e-07,1e-05,0.724787997928242,0,1,0.0438880483106834,0,0,"RBF_SVM"
1e-07,1e-04,0.724020575453502,0,1,0.0449793523697156,0,0,"RBF_SVM"
1e-07,0.001,0.724557527911186,0,1,0.0438101204469939,0,0,"RBF_SVM"
1e-06,1e-06,0.724410804532756,0,1,0.0440488692215968,0,0,"RBF_SVM"
1e-06,1e-05,0.722523590663835,0,1,0.0448170568667162,0,0,"RBF_SVM"
1e-06,1e-04,0.724346720413794,0,1,0.0446966186369514,0,0,"RBF_SVM"
1e-06,0.001,0.724082157069962,0,1,0.0442566300971817,0,0,"RBF_SVM"
1e-05,1e-06,0.724070002057807,0,1,0.0442672542095081,0,0,"RBF_SVM"
1e-05,1e-05,0.724074919867603,0,1,0.0442826548414487,0,0,"RBF_SVM"
1e-05,1e-04,0.724202739324691,0,1,0.044963351229198,0,0,"RBF_SVM"
1e-05,0.001,0.724509832131783,0,1,0.0449972507565525,0,0,"RBF_SVM"
1e-08,1e-06,0.595093168080973,0,1,0.0792695380310045,0,0,"RBF_SVM"
1e-08,1e-05,0.704845320058735,0,1,0.0573202131173597,0,0,"RBF_SVM"
1e-08,1e-04,0.709800244495366,0,1,0.0579738023025505,0,0,"RBF_SVM"
1e-08,0.001,0.709922705806852,0,1,0.0580196131995142,0,0,"RBF_SVM"
1e-07,1e-06,0.70797294245465,0,1,0.0542547369914198,0,0,"RBF_SVM"
1e-07,1e-05,0.713561492677346,0,1,0.0557625265126996,0,0,"RBF_SVM"
1e-07,1e-04,0.714643319277466,0,1,0.0561294554505049,0,0,"RBF_SVM"
1e-07,0.001,0.714820831284246,0,1,0.0557619193517925,0,0,"RBF_SVM"
1e-06,1e-06,0.714367359519799,0,1,0.0559918048914987,0,0,"RBF_SVM"
1e-06,1e-05,0.714341929037051,0,1,0.0561672242060282,0,0,"RBF_SVM"
1e-06,1e-04,0.714354803409681,0,1,0.0558807806297742,0,0,"RBF_SVM"
1e-06,0.001,0.713832778771803,0,1,0.0551879545006542,0,0,"RBF_SVM"
1e-05,1e-06,0.713584712761542,0,1,0.0582323877720958,0,0,"RBF_SVM"
1e-05,1e-05,0.713326619302229,0,1,0.0581279681089147,0,0,"RBF_SVM"
1e-05,1e-04,0.713552681601462,0,1,0.0581994086646093,0,0,"RBF_SVM"
1e-05,0.001,0.713411111459892,0,1,0.0583481645701937,0,0,"RBF_SVM"
1e-08,1e-06,0.571798218078706,0,1,0.0659609749589058,0,0,"RBF_SVM"
1e-08,1e-05,0.704670733451221,0,1,0.0549831870260291,0,0,"RBF_SVM"
1e-08,1e-04,0.712027968735286,0,1,0.0573243625498943,0,0,"RBF_SVM"
1e-08,0.001,0.713116173664954,0,1,0.0583688135614796,0,0,"RBF_SVM"
1e-07,1e-06,0.715736132473937,0,1,0.054255493518689,0,0,"RBF_SVM"
1e-07,1e-05,0.718800272397833,0,1,0.0529764070691041,0,0,"RBF_SVM"
1e-07,1e-04,0.718318209324307,0,1,0.0546519471331135,0,0,"RBF_SVM"
