sigma,C,ROC,Sens,Spec,ROCSD,SensSD,SpecSD,model
1e-5,1e-4,0.7310996104990007,0,1,0.05419082892375837,0,0,RBF_SVM
1e-5,0.001,0.7310527278149229,0,1,0.0541015810570956,0,0,RBF_SVM
1e-5,0.01,0.7310273915030012,0,1,0.054048186063187904,0,0,RBF_SVM
1e-5,0.1,0.7310891466379271,0,1,0.054131945846926245,0,0,RBF_SVM
1e-5,1,0.7286993073212585,0.2853723723723724,0.9376608594657375,0.05468217732639199,0.13533365688690488,0.07453028231819424,RBF_SVM
1e-5,10,0.7242878191780631,0.6875645645645646,0.6118420441347271,0.054473090285082994,0.07668347378406457,0.09154905008251983,RBF_SVM
1e-4,1e-7,0.7310314962174719,0,1,0.05425313166943832,0,0,RBF_SVM
1e-4,1e-6,0.7309784318290415,0,1,0.054312405309278756,0,0,RBF_SVM
1e-4,1e-5,0.7310320826052533,0,1,0.05426394306559528,0,0,RBF_SVM
1e-4,1e-4,0.7310111522672498,0,1,0.054294041685464506,0,0,RBF_SVM
1e-4,0.001,0.7309750220603879,0,1,0.054272611788234434,0,0,RBF_SVM
1e-4,0.01,0.7310503709284197,0,1,0.05428169328146012,0,0,RBF_SVM
1e-4,0.1,0.7287017444273541,0.2788753753753754,0.9388594657375146,0.05466973691484961,0.1321539469221381,0.07786831354406284,RBF_SVM
1e-4,1,0.7238945836079982,0.6862852852852853,0.6149326364692218,0.054441188633194554,0.07526462443456537,0.09451845750254363,RBF_SVM
1e-4,10,0.7235645523572353,0.6873828828828829,0.6128281068524971,0.054514046600197985,0.07532739815408819,0.09299365951966067,RBF_SVM
0.001,1e-7,0.7279699442473833,0,1,0.05497434898559096,0,0,RBF_SVM
0.001,1e-6,0.7279847264511898,0,1,0.05498338584210766,0,0,RBF_SVM
0.001,1e-5,0.7279866704683778,0,1,0.054984069842006225,0,0,RBF_SVM
0.001,1e-4,0.7279660784477857,0,1,0.054971577957479076,0,0,RBF_SVM
0.001,0.001,0.7279458107933717,0,1,0.054957568410220516,0,0,RBF_SVM
0.001,0.01,0.7262457640567397,0.23665915915915917,0.9512833914053426,0.05480900378105112,0.13349655376530203,0.07306564444930212,RBF_SVM
0.001,0.1,0.7197666874191264,0.673987987987988,0.6230162601626016,0.05492859481785467,0.08106024684020285,0.09767177273039858,RBF_SVM
0.001,1,0.7193237723786504,0.6727462462462462,0.6239105691056911,0.0550801633747265,0.08284268715573195,0.09910807808719538,RBF_SVM
0.001,10,0.7194907974176267,0.6645945945945946,0.6404053426248548,0.05496840698709962,0.0826827851083356,0.0990377531125101,RBF_SVM
0.01,1e-7,0.7137339512857805,0,1,0.05974575077460889,0,0,RBF_SVM
0.01,1e-6,0.7137372023591536,0,1,0.059742872438561384,0,0,RBF_SVM
0.01,1e-5,0.7137372023591536,0,1,0.059742872438561384,0,0,RBF_SVM
0.01,1e-4,0.7136715652935165,0,1,0.05971029676079699,0,0,RBF_SVM
0.01,0.001,0.7137016197382051,0.022141141141141144,0.9934169570267132,0.05969817858748757,0.05501437574215186,0.03578121818846394,RBF_SVM
0.01,0.01,0.7005529649858918,0.5991546546546547,0.6840046457607434,0.06046049000147614,0.12401366551918631,0.12955846557182177,RBF_SVM
0.01,0.1,0.6988818286928044,0.589569069069069,0.6877700348432055,0.06077108376678465,0.12652243537708074,0.12762727109095026,RBF_SVM
0.01,1,0.6976958230007011,0.5911576576576577,0.6859547038327526,0.06426473976988464,0.1333072547946822,0.13381186041167095,RBF_SVM
0.01,10,0.7258352524998867,0.5727222222222222,0.7489419279907085,0.04997135098580668,0.0796341633932994,0.0729943059131023,RBF_SVM
0.1,1e-7,0.6366472822997213,0,1,0.0676606698936233,0,0,RBF_SVM
0.1,1e-6,0.6278695564030929,0,1,0.08308236687633605,0,0,RBF_SVM
0.1,1e-5,0.6151271724686359,0,1,0.10002477912141527,0,0,RBF_SVM
0.1,1e-4,0.6204888704035045,0,1,0.09361405861227569,0,0,RBF_SVM
0.1,0.001,0.6279920818030574,0.0018033033033033033,0.9978524970963996,0.08782646862331023,0.008378644197983105,0.011831949879167825,RBF_SVM
0.1,0.01,0.6165022295814979,0.26264414414414416,0.8633437862950059,0.10005276912879384,0.17139567942281264,0.1262086555998694,RBF_SVM
0.1,0.1,0.6100094946863239,0.2663888888888889,0.8570987224157955,0.1053927102948578,0.1840680614234874,0.13661663396016296,RBF_SVM
0.1,1,0.6308083396985836,0.29536936936936936,0.8502473867595819,0.08946584055365493,0.1647808102493553,0.12421486157687872,RBF_SVM
0.1,10,0.668853140597043,0.3686021021021021,0.852362369337979,0.06557404993533217,0.1205799622382013,0.10574803128500487,RBF_SVM
1e-8,1e-7,0.5086550836550836,0,1,0.028223125410023284,0,0,RBF_SVM
1e-8,1e-6,0.5778469083194693,0,1,0.06733999807206496,0,0,RBF_SVM
1e-8,1e-5,0.7078148819551259,0,1,0.05248779118664214,0,0,RBF_SVM
1e-8,1e-4,0.7148582258216405,0,1,0.05425236662473028,0,0,RBF_SVM
1e-8,0.001,0.7153026654703484,0,1,0.05423072818361413,0,0,RBF_SVM
1e-8,0.01,0.7153234523722328,0,1,0.054446174482713765,0,0,RBF_SVM
1e-8,0.1,0.7149017728529924,0,1,0.054324076588777866,0,0,RBF_SVM
1e-8,1,0.7149064683150049,0,1,0.054225696525498655,0,0,RBF_SVM
1e-8,10,0.7149064683150049,0,1,0.054225696525498655,0,0,RBF_SVM
1e-7,1e-7,0.5664835981451835,0,1,0.07083452399824328,0,0,RBF_SVM
1e-7,1e-6,0.7097565753907217,0,1,0.052743278287142877,0,0,RBF_SVM
1e-7,1e-5,0.7183175130705618,0,1,0.053754634441054015,0,0,RBF_SVM
1e-7,1e-4,0.7180745907056882,0,1,0.05456331334143043,0,0,RBF_SVM
1e-7,0.001,0.7179418734937028,0,1,0.053899240654841814,0,0,RBF_SVM
1e-7,0.01,0.7179636047197023,0,1,0.0543733737053965,0,0,RBF_SVM
1e-7,0.1,0.7180401586255245,0,1,0.05487230709287675,0,0,RBF_SVM
1e-7,1,0.7180522281863745,0,1,0.05447618258823772,0,0,RBF_SVM
1e-7,10,0.7180522281863745,0,1,0.05447618258823772,0,0,RBF_SVM
1e-6,1e-7,0.7110672353538208,0,1,0.051240164014171814,0,0,RBF_SVM
1e-6,1e-6,0.7180845187522017,0,1,0.05369189385684464,0,0,RBF_SVM
1e-6,1e-5,0.7184496574100233,0,1,0.053698229974051076,0,0,RBF_SVM
1e-6,1e-4,0.7181476350043423,0,1,0.054009808200041684,0,0,RBF_SVM
1e-6,0.001,0.7181570268003195,0,1,0.05391716264765206,0,0,RBF_SVM
1e-6,0.01,0.7180808953552856,0,1,0.05374852277448613,0,0,RBF_SVM
1e-6,0.1,0.7181199832236418,0,1,0.05390018911366761,0,0,RBF_SVM
1e-6,1,0.718477892526673,0,1,0.053954038587456385,0,0,RBF_SVM
1e-6,10,0.7160426306097037,0.25902852852852853,0.9344761904761905,0.054169737503262615,0.13732765298783411,0.08834987016377945,RBF_SVM
1e-5,1e-7,0.7181840852176218,0,1,0.05391077538817956,0,0,RBF_SVM
1e-5,1e-6,0.7181940446544105,0,1,0.05384851957254478,0,0,RBF_SVM
1e-5,1e-5,0.7184486646925672,0,1,0.05384391685473342,0,0,RBF_SVM
1e-5,1e-4,0.7183540116771824,0,1,0.053946733493230994,0,0,RBF_SVM
1e-5,0.001,0.7182568221531637,0,1,0.053792710648227604,0,0,RBF_SVM
1e-5,0.01,0.7183748740029228,0,1,0.05377441407332431,0,0,RBF_SVM
1e-5,0.1,0.7183413596523353,0,1,0.05384717476116134,0,0,RBF_SVM
1e-5,1,0.7159131701387799,0.26678078078078077,0.9322915214866434,0.054265599442984515,0.13814474493998424,0.08781358286923602,RBF_SVM
1e-5,10,0.7146475403975404,0.690490990990991,0.6000452961672474,0.05410052199047809,0.07622268282072252,0.09732935457724684,RBF_SVM
1e-4,1e-7,0.7177339700327505,0,1,0.05359965976027226,0,0,RBF_SVM
1e-4,1e-6,0.7177358844035673,0,1,0.05364461103425807,0,0,RBF_SVM
1e-4,1e-5,0.7177309966761186,0,1,0.05362139208024864,0,0,RBF_SVM
1e-4,1e-4,0.7176991774003969,0,1,0.053658168559464675,0,0,RBF_SVM
1e-4,0.001,0.7177540179552375,0,1,0.053616919544594834,0,0,RBF_SVM
1e-4,0.01,0.7178624914112719,0,1,0.05368042511544794,0,0,RBF_SVM
1e-4,0.1,0.7157785494553788,0.26414414414414417,0.931506387921022,0.054209553249332056,0.1397096109677053,0.08651020485219206,RBF_SVM
1e-4,1,0.7142095021851119,0.6890585585585586,0.598444831591173,0.054186501384778075,0.07597623838772867,0.09608219048889972,RBF_SVM
1e-4,10,0.7141116569531204,0.6866516516516517,0.6013646922183508,0.054202397861943745,0.07644988491409366,0.09512549712809029,RBF_SVM
0.001,1e-7,0.7153131541820567,0,1,0.05369493099248039,0,0,RBF_SVM
0.001,1e-6,0.715312033287643,0,1,0.05368678945071514,0,0,RBF_SVM
0.001,1e-5,0.71531332028893,0,1,0.053686451773860444,0,0,RBF_SVM
0.001,1e-4,0.7152922260239334,0,1,0.05367885727883527,0,0,RBF_SVM
0.001,0.001,0.7153474781401611,0,1,0.05361342302441315,0,0,RBF_SVM
0.001,0.01,0.7132117413580829,0.22784534534534537,0.9462450638792103,0.05428414337632655,0.1362174211443755,0.07070268390358055,RBF_SVM
0.001,0.1,0.7107234464429586,0.6757492492492493,0.6094401858304297,0.05410274862304534,0.08096252951796729,0.09836769202072568,RBF_SVM
0.001,1,0.7106135909428593,0.6724264264264265,0.6109245063879211,0.05422525979996392,0.08102256660365675,0.0982748221367352,RBF_SVM
0.001,10,0.7106501920038505,0.6635945945945946,0.6276480836236934,0.05387665792808072,0.08141904322302329,0.0959972837691061,RBF_SVM
0.01,1e-7,0.6978861422398007,0,1,0.058520550863105814,0,0,RBF_SVM
0.01,1e-6,0.6978867857404443,0,1,0.058517620650604514,0,0,RBF_SVM
0.01,1e-5,0.69722282910087785,0,1,0.06072209895489643,0,0,RBF_SVM
0.01,1e-4,0.6978417406953993,0,1,0.05853336436739003,0,0,RBF_SVM
0.01,0.001,0.6979859563396149,0.01539039039039039,0.9965598141695703,0.05864135123112365,0.03624064843653014,0.01234532362359621,RBF_SVM
0.01,0.01,0.6889529677761385,0.5774624624624625,0.6842659698025552,0.0599521540464533,0.13037381504325224,0.13426488553516103,RBF_SVM
0.01,0.1,0.6871578337919801,0.5733423423423424,0.6811382113821138,0.0633967130941064,0.14407576895571433,0.1331345157594189,RBF_SVM
0.01,1,0.6882076501588696,0.5778588588588589,0.6832984901277585,0.06016683429400091,0.13336887912839626,0.13058218325531165,RBF_SVM
0.01,10,0.7045932718432718,0.5503603603603604,0.7364018583042974,0.051105997976311206,0.07970254785615935,0.07380138285571268,RBF_SVM
0.1,1e-7,0.6248122970531507,0,1,0.07256520020358398,0,0,RBF_SVM
0.1,1e-6,0.6208004367608027,0,1,0.07907786338755982,0,0,RBF_SVM
0.1,1e-5,0.6082759771967089,0,1,0.09570264565408677,0,0,RBF_SVM
0.1,1e-4,0.6085086619720766,0,1,0.09536468479647038,0,0,RBF_SVM
0.1,0.001,0.6148286396152249,0.005376876876876877,0.9920592334494773,0.08723925881778127,0.02075230331051518,0.03608897517931015,RBF_SVM
0.1,0.01,0.5981834901103193,0.24246096096096098,0.8616213704994192,0.10025108119019484,0.15710771018109218,0.12405434647367718,RBF_SVM
0.1,0.1,0.589001373324544,0.2391981981981982,0.8643437862950059,0.10632405492133343,0.17191651390335527,0.12835647213075,RBF_SVM
0.1,1,0.6152139578602993,0.2940405405405406,0.8496585365853658,0.08852371708342197,0.1459383273748087,0.11766825750437844,RBF_SVM
0.1,10,0.6617366530293359,0.3577837837837838,0.8487073170731707,0.05941357748981577,0.09394618916194361,0.08568473078242478,RBF_SVM
1e-8,1e-7,0.5138164793713574,0,1,0.03779199819669687,0,0,RBF_SVM
1e-8,1e-6,0.582761469221835,0,1,0.06508976861095038,0,0,RBF_SVM
1e-8,1e-5,0.7223497691942814,0,1,0.04880550445017664,0,0,RBF_SVM
1e-8,1e-4,0.7308632800919387,0,1,0.05000620088992984,0,0,RBF_SVM
1e-8,0.001,0.7304945904092246,0,1,0.04968995804291069,0,0,RBF_SVM
1e-8,0.01,0.730649186207113,0,1,0.04994681837157642,0,0,RBF_SVM
1e-8,0.1,0.7305649238088262,0,1,0.0498278577889735,0,0,RBF_SVM
1e-8,1,0.73078020093264,0,1,0.04964286768672566,0,0,RBF_SVM
1e-8,10,0.73078020093264,0,1,0.04964286768672566,0,0,RBF_SVM
1e-7,1e-7,0.5782558922162581,0,1,0.06920289123739937,0,0,RBF_SVM
1e-7,1e-6,0.7266493876280462,0,1,0.04849304270954217,0,0,RBF_SVM
1e-7,1e-5,0.733770534471754,0,1,0.04961056359625886,0,0,RBF_SVM
1e-7,1e-4,0.7339786764116032,0,1,0.04945555907820887,0,0,RBF_SVM
1e-7,0.001,0.7340960433429946,0,1,0.049248280240067915,0,0,RBF_SVM
1e-7,0.01,0.7342297881505199,0,1,0.049264437140575414,0,0,RBF_SVM
1e-7,0.1,0.7342220478318039,0,1,0.04908314196480998,0,0,RBF_SVM
1e-7,1,0.734091471262203,0,1,0.049443046909699175,0,0,RBF_SVM
1e-7,10,0.734091471262203,0,1,0.049443046909699175,0,0,RBF_SVM
1e-6,1e-7,0.7284046245723075,0,1,0.04805344378797968,0,0,RBF_SVM
1e-6,1e-6,0.7348909214092141,0,1,0.04888409423004504,0,0,RBF_SVM
1e-6,1e-5,0.735146802726071,0,1,0.049133305194262435,0,0,RBF_SVM
1e-6,1e-4,0.7348519054769055,0,1,0.048939843829686226,0,0,RBF_SVM
1e-6,0.001,0.7350798525005842,0,1,0.048811200827164884,0,0,RBF_SVM
1e-6,0.01,0.7350533896265603,0,1,0.04908835698679604,0,0,RBF_SVM
1e-6,0.1,0.734830832574735,0,1,0.04938705428563437,0,0,RBF_SVM
1e-6,1,0.7348822236871018,0,1,0.048928160107690286,0,0,RBF_SVM
1e-6,10,0.7327236208333769,0.37747447447447446,0.887692218350755,0.048839566397625565,0.13815443001246433,0.10411271700138919,RBF_SVM
1e-5,1e-7,0.7350588070649047,0,1,0.049087562857078895,0,0,RBF_SVM
1e-5,1e-6,0.7351578725938482,0,1,0.049117005508136254,0,0,RBF_SVM
1e-5,1e-5,0.7351467425613767,0,1,0.049003157144734556,0,0,RBF_SVM
1e-5,1e-4,0.7352423569039422,0,1,0.049002904972829435,0,0,RBF_SVM
1e-5,0.001,0.7352431612797466,0,1,0.049046890346147023,0,0,RBF_SVM
1e-5,0.01,0.7351098363171534,0,1,0.04903546332339274,0,0,RBF_SVM
1e-5,0.1,0.7351490288197605,0,1,0.049005087529837135,0,0,RBF_SVM
1e-5,1,0.7328339567790787,0.3686726726726727,0.892163763066202,0.04897803173764882,0.13945452446100035,0.09983242782891036,RBF_SVM
1e-5,10,0.7282346030699689,0.7207837837837838,0.5851114982578397,0.049317771717979415,0.07443423547971492,0.09310029899373325,RBF_SVM
1e-4,1e-7,0.7348820213942165,0,1,0.048365943991856467,0,0,RBF_SVM
1e-4,1e-6,0.7348776847404896,0,1,0.048345887975082866,0,0,RBF_SVM
1e-4,1e-5,0.734872511448731,0,1,0.04836471351534263,0,0,RBF_SVM
1e-4,1e-4,0.7348766571449499,0,1,0.04838503952605683,0,0,RBF_SVM
1e-4,0.001,0.7348573207353695,0,1,0.04834675123375156,0,0,RBF_SVM
1e-4,0.01,0.734881073582293,0,1,0.04836484152149227,0,0,RBF_SVM
1e-4,0.1,0.7326812064677918,0.36623423423423423,0.8952810685249709,0.04860919676748472,0.13573140500633774,0.09584740752523314,RBF_SVM
1e-4,1,0.727839812809325,0.7147792792792793,0.5910522648083624,0.04925285735754288,0.07616243390361309,0.09524844925598855,RBF_SVM
1e-4,10,0.7275773944676384,0.7176531531531531,0.5873414634146341,0.04927091061185368,0.07482981010511834,0.09221085938482934,RBF_SVM
0.001,1e-7,0.73218675295504565,0,1,0.04881046585039254,0,0,RBF_SVM
0.001,1e-6,0.7321986027839686,0,1,0.04881972088354322,0,0,RBF_SVM
0.001,1e-5,0.7321986027839686,0,1,0.04881940117586459,0,0,RBF_SVM
0.001,1e-4,0.7321986027839686,0,1,0.04881940117586459,0,0,RBF_SVM
0.001,0.001,0.7321986027839686,0,1,0.04881940117586459,0,0,RBF_SVM
0.001,0.01,0.7299328300425861,0.3383033033033033,0.907451800232288,0.048992141536113,0.14050682018937963,0.09237182034145254,RBF_SVM
0.001,0.1,0.7244407081297325,0.7091141141141141,0.5880325203252033,0.04925115727781121,0.07686941243797306,0.09821765472061894,RBF_SVM
0.001,1,0.7244049563500783,0.706930930930931,0.5925969802555169,0.04935585991566142,0.08119690339529093,0.09873434659637266,RBF_SVM
0.001,10,0.7253668895376213,0.685572072072072,0.6241672473867595,0.049145990288247864,0.07921312871452314,0.09573510764865753,RBF_SVM
0.01,1e-7,0.708564492192541,0,1,0.05725618342256656,0,0,RBF_SVM
0.01,1e-6,0.7085664497249863,0,1,0.057253775686413315,0,0,RBF_SVM
0.01,1e-5,0.7085670932256298,0,1,0.057254490514297894,0,0,RBF_SVM
0.01,1e-4,0.7085773892359258,0,1,0.05726537489736236,0,0,RBF_SVM
0.01,0.001,0.7086415160805405,0.047546546546546546,0.9908176538908247,0.057246873943447386,0.06987357234055373,0.0360748382012267,RBF_SVM
0.01,0.01,0.6988319146672806,0.6155315315315315,0.6549500580720093,0.059700647827375934,0.13931112321374134,0.1344950475570385,RBF_SVM
0.01,0.1,0.6984881719698793,0.6196831831831832,0.656678281068525,0.05973055007064283,0.12851822449451528,0.13154575352057785,RBF_SVM
0.01,1,0.698448034271205,0.6216996996996997,0.6543252032520325,0.05969786319527847,0.12427531791828275,0.13676833703354344,RBF_SVM
0.01,10,0.7098899422070154,0.5487207207207208,0.7385203252032521,0.04926432708078252,0.07769703217733787,0.0725249934613641,RBF_SVM
0.1,1e-7,0.619750867156355,0,1,0.07310770075907091,0,0,RBF_SVM
0.1,1e-6,0.6102046288448727,0,1,0.0868783208194804,0,0,RBF_SVM
0.1,1e-5,0.605353989006428,0,1,0.09271483309010929,0,0,RBF_SVM
0.1,1e-4,0.60179433004433,0,1,0.09661736454734468,0,0,RBF_SVM
0.1,0.001,0.6096925845706334,0.021518018018018018,0.9747909407665505,0.08731693832210166,0.05082067164923803,0.057208455930194524,RBF_SVM
0.1,0.01,0.5836032984203716,0.23941741741741743,0.8496922183507549,0.09673839486653679,0.15062294816883734,0.12129744836568555,RBF_SVM
0.1,0.1,0.5784089795370283,0.2475915915915916,0.8459372822299651,0.09796228801435465,0.15190220772454682,0.11781899711280625,RBF_SVM
0.1,1,0.606687252583594,0.29104804804804807,0.8369814169570267,0.08303639335969275,0.11348829101536666,0.096898835082442,RBF_SVM
0.1,10,0.6488607457631848,0.3263078078078078,0.8550058072009291,0.06127028692341788,0.08708770262426425,0.07464609361056838,RBF_SVM
1e-8,1e-7,0.5120858419395005,0,1,0.037179402568071895,0,0,RBF_SVM
1e-8,1e-6,0.5940212839145766,0,1,0.07166584260868944,0,0,RBF_SVM
1e-8,1e-5,0.7438221714746105,0,1,0.05275436645944132,0,0,RBF_SVM
1e-8,1e-4,0.7502328735529955,0,1,0.05359716550957505,0,0,RBF_SVM
1e-8,0.001,0.7501456539291905,0,1,0.05360946706789047,0,0,RBF_SVM
1e-8,0.01,0.7500975448444961,0,1,0.05357350217824627,0,0,RBF_SVM
1e-8,0.1,0.7505340200828006,0,1,0.05331107399951018,0,0,RBF_SVM
1e-8,1,0.7505933555506726,0,1,0.05371335325265203,0,0,RBF_SVM
1e-8,10,0.7505933555506726,0,1,0.05371335325265203,0,0,RBF_SVM
1e-7,1e-7,0.5908455860041226,0,1,0.07591453349391464,0,0,RBF_SVM
1e-7,1e-6,0.7409565746059649,0,1,0.05296308048204806,0,0,RBF_SVM
1e-7,1e-5,0.7479635231921817,0,1,0.053845053328289996,0,0,RBF_SVM
1e-7,1e-4,0.7480786710055003,0,1,0.0538301383681564,0,0,RBF_SVM
1e-7,0.001,0.7480020813496423,0,1,0.05394115233007431,0,0,RBF_SVM
1e-7,0.01,0.7479092882080687,0,1,0.0539466605657495,0,0,RBF_SVM
1e-7,0.1,0.7480234249929372,0,1,0.05347129809333036,0,0,RBF_SVM
1e-7,1,0.7484091748542968,0,1,0.05384223855909894,0,0,RBF_SVM
1e-7,10,0.7484091748542968,0,1,0.05384223855909894,0,0,RBF_SVM
1e-6,1e-7,0.7427353791073303,0,1,0.05227067480544173,0,0,RBF_SVM
1e-6,1e-6,0.7496255201194225,0,1,0.05325186453338524,0,0,RBF_SVM
1e-6,1e-5,0.7496435067471653,0,1,0.05340117017295868,0,0,RBF_SVM
1e-6,1e-4,0.749547580681727,0,1,0.053431013282624173,0,0,RBF_SVM
1e-6,0.001,0.7498518575195404,0,1,0.05342591234753751,0,0,RBF_SVM
1e-6,0.01,0.7496900323668616,0,1,0.05343227126869865,0,0,RBF_SVM
1e-6,0.1,0.7495817254536766,0,1,0.05332101820838507,0,0,RBF_SVM
1e-6,1,0.7497328391108878,0,1,0.05335647213943216,0,0,RBF_SVM
1e-6,10,0.7495960577302041,0.45837537537537537,0.857904761904762,0.053517917741860425,0.1505353877454123,0.10818995865921409,RBF_SVM
1e-5,1e-7,0.7490520455124113,0,1,0.05308515357932167,0,0,RBF_SVM
1e-5,1e-6,0.7490640849909143,0,1,0.05318958674965272,0,0,RBF_SVM
1e-5,1e-5,0.7489937433077677,0,1,0.053163796132932394,0,0,RBF_SVM
1e-5,1e-4,0.7489461430071186,0,1,0.053136058481721794,0,0,RBF_SVM
1e-5,0.001,0.7489699935126765,0,1,0.053193314217621086,0,0,RBF_SVM
1e-5,0.01,0.7489879435184313,0,1,0.05315508987677847,0,0,RBF_SVM
1e-5,0.1,0.7489279575742991,0,1,0.053197959535826796,0,0,RBF_SVM
1e-5,1,0.7492982433653166,0.4553138138138138,0.8589825783972126,0.05337867620797983,0.15562887081511673,0.1104006468207414,RBF_SVM
1e-5,10,0.746029505986823,0.7464894894894895,0.6170255516840882,0.054279094913520995,0.0696741713180261,0.08333656946928929,RBF_SVM
1e-4,1e-7,0.7492585499262329,0,1,0.053442192967591104,0,0,RBF_SVM
1e-4,1e-6,0.7492762675567554,0,1,0.05344944425213841,0,0,RBF_SVM
1e-4,1e-5,0.7492769389598658,0,1,0.053441027634310745,0,0,RBF_SVM
1e-4,1e-4,0.7492335942213991,0,1,0.05342663157269992,0,0,RBF_SVM
1e-4,0.001,0.7492824287702337,0,1,0.05344250545634367,0,0,RBF_SVM
1e-4,0.01,0.7492073031219373,0,1,0.053375037461494294,0,0,RBF_SVM
1e-4,0.1,0.7491443342297001,0.4582657657657658,0.853513356562137,0.05359873691961397,0.16122945884560447,0.11782042986512636,RBF_SVM
1e-4,1,0.7458503520942545,0.743936936936937,0.6185795586527294,0.05419821649506862,0.06980142444800166,0.08689378086813061,RBF_SVM
1e-4,10,0.7457213956116395,0.7443798798798799,0.6163658536585366,0.05427867057726798,0.07125880052619536,0.08373247546915842,RBF_SVM
0.001,1e-7,0.7450821126004052,0,1,0.053774379195637635,0,0,RBF_SVM
0.001,1e-6,0.7450565242943292,0,1,0.0537578529174559,0,0,RBF_SVM
0.001,1e-5,0.745072920481457,0,1,0.05377030200597648,0,0,RBF_SVM
0.001,1e-4,0.745072920481457,0,1,0.05377030200597648,0,0,RBF_SVM
0.001,0.001,0.7450543958592739,0,1,0.05373944387538559,0,0,RBF_SVM
0.001,0.01,0.7451177623616648,0.4261231231231231,0.8717375145180023,0.05372918533782799,0.15455599153406777,0.11063891414259741,RBF_SVM
0.001,0.1,0.7427762073920611,0.737472972972973,0.6153600464576074,0.05460619306190272,0.07085766582361766,0.08693138342712133,RBF_SVM
0.001,1,0.742808857638126,0.7387867867867868,0.6171080139372822,0.05458715352244032,0.07032834442549125,0.0871155012970133,RBF_SVM
0.001,10,0.7428546394826883,0.7271006006006007,0.6353670150987224,0.05473587283216249,0.07158605144321233,0.08384101050574526,RBF_SVM
0.01,1e-7,0.7189625793040427,0,1,0.06253217309071019,0,0,RBF_SVM
0.01,1e-6,0.7189612923027557,0,1,0.0625296118448018,0,0,RBF_SVM
0.01,1e-5,0.7189612923027557,0,1,0.0625296118448018,0,0,RBF_SVM
0.01,1e-4,0.7189612923027557,0,1,0.0625296118448018,0,0,RBF_SVM
0.01,0.001,0.7190092618751155,0.13656906906906907,0.9563855981416957,0.06253051979347134,0.13656284175423433,0.07762876301569537,RBF_SVM
0.01,0.01,0.7127731808463516,0.6598618618618619,0.6438501742160279,0.06374402402896169,0.10372642070889601,0.12227631682130354,RBF_SVM
0.01,0.1,0.7121853046426218,0.6537822822822823,0.6553809523809524,0.06360870503895369,0.10726593718874355,0.12498003224519558,RBF_SVM
0.01,1,0.7121970297823956,0.6653543543543544,0.6407619047619048,0.06360100410063207,0.09294893823616457,0.11458967379363288,RBF_SVM
